UM Physics 135 Midterm 1 Fall 12 Problem 01,1,https://docs.google.com/document/d/1LeGxtzK7NbTQB40YU_154Eht33HIBT6XmSDYUdyFKLU/pub,3,5
UM Physics 135 Midterm 1 Winter 12 Problem 07,1,https://docs.google.com/document/d/1Kv6_9APW-AkhyCDPwDKRwQsoWNPokKN3clC3vBDDT1U/pub,3,5
UM Physics 135 Midterm 1 Winter 12 Problem 08,1,https://docs.google.com/document/d/1OpkTUDYAXcqTpkfOh6QVL-6OSnJY6f9tA5e5TPLmax0/pub,3,5
UM Physics 135 Midterm 1 Winter 12 Problem 09,1,https://docs.google.com/document/d/10CK0UihoGJezRn8DcKpC5axVUhX_e75w3S17JLyFde0/pub,1,5
UM Physics 135 Midterm 1 Winter 12 Problem 10,1,https://docs.google.com/document/d/1rWm8GMZ0mHQM-bPOwK08s5JtEayqK3dR_wDyD_zfGCk/pub,2,5
UM Physics 135 Midterm 1 Winter 12 Problem 11,1,https://docs.google.com/document/d/1RQYtITc87GF5XXAHbvKacJwBDFUMljyT9fLMGwpiruI/pub,4,5
UM Physics 135 Midterm 1 Winter 12 Problem 12,1,https://docs.google.com/document/d/12HiShVv6hsTJ3VysXvxZZvEyjO6XK_mBocrxsYt0VKI/pub,5,5
UM Physics 135 Midterm 1 Winter 12 Problem 13,1,https://docs.google.com/document/d/1NTRBMKjHTB6dgEebrPqQk8vLmJTPMY-XotGPsdbPvNg/pub,2,5
UM Physics 135 Midterm 1 Winter 12 Problem 14,1,https://docs.google.com/document/d/16AP_ib-rKmVojPtZq7S1iYce5XhY2Q7pP7wGM0L0sNU/pub,4,5
UM Physics 135 Midterm 1 Winter 12 Problem 15,1,https://docs.google.com/document/d/1I8GLQ3eVfmxKLFR7Xt1BCgynY1t-BXC1Hcbuo6GVDTU/pub,4,5
UM Physics 135 Midterm 1 Winter 12 Problem 16,1,https://docs.google.com/document/d/1OfpX51U10YyYP7mzi0H42-dMM4Z0x8BRv8RyL0chZ9o/pub,5,5
UM Physics 135 Midterm 1 Winter 12 Problem 17,1,https://docs.google.com/document/d/1Rj-7LxU5-RM9B_14IjlBSx6VyCU3FStMYsSdnINKFb4/pub,5,5
UM Physics 135 Midterm 1 Winter 12 Problem 18,1,https://docs.google.com/document/d/1OmBh3fVwKrWsWXT3IwObrL274vu6FoKXzaC4iCrXEFY/pub,2,5
UM Physics 135 Midterm 1 Winter 12 Problem 19,1,https://docs.google.com/document/d/1i7E21UwhUUbnhX2MwiQFb12TNtvtOMG2pIYmKwKkW8c/pub,1,5
UM Physics 135 Midterm 1 Winter 12 Problem 20,1,https://docs.google.com/document/d/1RdEGt1k_bjbUIw7awsf2klYvpb-n4G4XZ6phXX2d6ng/pub,1,5
UM Physics 135 Midterm 1 Winter 13 Problem 01,1,https://docs.google.com/document/d/11R5kz7nA6_RabQ76Qy_VPZ9zJuysuz2SpYZzcz2aHZo/pub,2,5
UM Physics 135 Midterm 1 Winter 13 Problem 02,1,https://docs.google.com/document/d/10pWHENHOMFFC5BFOlQ_PK0eL4jXSQm6jcJEwKUUzDmI/pub,3,5
UM Physics 135 Midterm 1 Winter 13 Problem 03,1,https://docs.google.com/document/d/1VjB8naf4dpiY7-ulF7AKw8G9-5d92QoSWpNU3jvCfzA/pub,5,5
UM Physics 135 Midterm 1 Winter 13 Problem 04,1,https://docs.google.com/document/d/1PZ4v9_zT4VSu0yKfI49Rtis6F8rDeLpwK-HMmmOzBUM/pub,1,5
UM Physics 135 Midterm 1 Winter 13 Problem 05,1,https://docs.google.com/document/d/1d3wk_n4zqKXJc2pfXqfumg7SjwPv8reNip-uWOy55_E/pub,4,5
UM Physics 135 Midterm 1 Winter 13 Problem 06,1,https://docs.google.com/document/d/195qIXeLlLraz6V8gT8RXgh0b4MASrZrALZnGafMcLXY/pub,3,5
UM Physics 135 Midterm 1 Winter 13 Problem 07,1,https://docs.google.com/document/d/1Jv9J4Yn3E4rmZu7hcPxIK9KmiozDIgguERmQOZcG55E/pub,4,5
UM Physics 135 Midterm 1 Winter 13 Problem 08,1,https://docs.google.com/document/d/1HhVEX6yc0JksWgr_pZCgFpxXWsMN-DMxynbR20GUEAU/pub,3,5
UM Physics 135 Midterm 1 Winter 13 Problem 09,1,https://docs.google.com/document/d/1D3E_t4OE1LRfov_x9RJaRafR5z1H0UDQrpDE_eZEPX8/pub,1,5
UM Physics 135 Midterm 1 Winter 13 Problem 10,1,https://docs.google.com/document/d/1NaZ4h4RoI2CC0jEihhAdsIRpT_vFdJ8oLCGxgJX7jVM/pub,5,5
UM Physics 135 Midterm 1 Winter 13 Problem 11,1,https://docs.google.com/document/d/1mgGh0QQaM6rAAIt-8msYiVcd7vCVGGOUIZcjE3QhGnc/pub,1,5
UM Physics 135 Midterm 1 Winter 13 Problem 12,1,https://docs.google.com/document/d/1uqxGVr8mW3p89EHg76dvZSaiVDDdtzywS9A1owDJ1TU/pub,3,4
UM Physics 135 Midterm 1 Winter 13 Problem 13,1,https://docs.google.com/document/d/1oj-D3sdThWJyZm2ZzaFqbRANqh0AdimfAaBcWeTbhuk/pub,5,5
UM Physics 135 Midterm 1 Winter 13 Problem 14,1,https://docs.google.com/document/d/1bgpIyvdUjnWU5RVrDz9mdLz4VfFGFI1jWhwRcqUgNdg/pub,1,5
UM Physics 135 Midterm 1 Winter 13 Problem 15,1,https://docs.google.com/document/d/1wyYACG1jOFfpoHNfOAe4K5gJN4gA4uWf20tb6C0TQjc/pub,3,5
UM Physics 135 Midterm 1 Winter 13 Problem 16,1,https://docs.google.com/document/d/1E4ICPzGJZT0hOIeHZAn0rgml4--ypwZWd__EvpsLZp4/pub,5,5
UM Physics 135 Midterm 1 Winter 13 Problem 17,1,https://docs.google.com/document/d/1gdj7bmCX3Lgav2fpuBGodHRzFEItqlaCQh5de-eRehE/pub,5,5
UM Physics 135 Midterm 1 Winter 13 Problem 18,1,https://docs.google.com/document/d/1VbTVXWukOswqC5ACtD5HoGjtVgfL3RbH4r6DKX-G2_c/pub,5,5
UM Physics 135 Midterm 1 Winter 13 Problem 19,1,https://docs.google.com/document/d/1CX14JG9Gcnn1ITjLICa2ahrhLQ1uctFUQMF9G2Z6gWE/pub,5,5
UM Physics 135 Midterm 1 Winter 13 Problem 20,1,https://docs.google.com/document/d/1FesxKPN2o-ieiqRGJGHNA7jjdDBLXSdrRPtMbwVcPcI/pub,4,5
UM Physics 135 Midterm 2 Fall 12 Problem 01,2,https://docs.google.com/document/d/1jWW5GoFISJbYkFc_Iw70-kyMQYDKuHRLBfAjVJ4tiw0/pub,3,5
UM Physics 135 Midterm 2 Fall 12 Problem 02,2,https://docs.google.com/document/d/15HC7MJJrYtTg6K4bfaZYPq8SWtkLVD_mqrX7mlstM8w/pub,2,5
UM Physics 135 Midterm 2 Fall 12 Problem 03,2,https://docs.google.com/document/d/14ei4WxAT-X1MZSxz3cc8mepuTJuxs8tQg1YLSk31g2s/pub,5,5
UM Physics 135 Midterm 2 Fall 12 Problem 04,2,https://docs.google.com/document/d/1wkdPQ7cQZWnxT6SODkp0x2WHgfZpuDnZ23-MRTmX2sQ/pub,2,5
UM Physics 135 Midterm 2 Fall 12 Problem 05,2,https://docs.google.com/document/d/1e_iu6HKtwNIB_PhFOMatJy5zzV2svZ3fi7s1qLsSa94/pub,1,5
UM Physics 135 Midterm 2 Fall 12 Problem 06,2,https://docs.google.com/document/d/1_TVevRyMmV17BxnxE_NEWduHWX_6rsuS2GhdNiYdsXs/pub,3,5
UM Physics 135 Midterm 2 Fall 12 Problem 07,2,https://docs.google.com/document/d/1kpVa62P2WGmm4oLzhnNAM3YxD6M7N_M7WFgtCJbAy_8/pub,3,5
UM Physics 135 Midterm 2 Fall 12 Problem 08,2,https://docs.google.com/document/d/1LaR2mD18nC7josufZN2GtW7Q2bscuq0-afOggZDZOGM/pub,4,5
UM Physics 135 Midterm 2 Fall 12 Problem 09,2,https://docs.google.com/document/d/1MO5HE0lGbmD_jzHX9qN5yybb4akdLH0MahP2UagQU44/pub,1,5
UM Physics 135 Midterm 2 Fall 12 Problem 10,2,https://docs.google.com/document/d/1TTv_HyXTJ6i3axCF0aYtgTVK0k_ettEhKYFfbh66r-o/pub,1,5
UM Physics 135 Midterm 2 Fall 12 Problem 11,2,https://docs.google.com/document/d/1x_sX127xN7ohvxSw1EFl6yxROxs2c3LGPabGf3ssgjg/pub,2,5
UM Physics 135 Midterm 2 Fall 12 Problem 12,2,https://docs.google.com/document/d/1T2G3nfwQKFNoff4FGzbcmrWmlfT0vl2Cd93-faqIyjY/pub,5,5
UM Physics 135 Midterm 2 Fall 12 Problem 13,2,https://docs.google.com/document/d/1nEuTiFTojHHX8XLLUihJSznQSHxSK3RoaSyafqwx184/pub,3,5
UM Physics 135 Midterm 2 Fall 12 Problem 14,2,https://docs.google.com/document/d/1ZqVKRM7BDXcWJn-v7F-Z3ESA2HSQKgh5Q1Iuh5WBR3k/pub,5,5
UM Physics 135 Midterm 2 Fall 12 Problem 15,2,https://docs.google.com/document/d/1kLlX1_bnoW1BsnTEdVAgqa9YRQp2dY7B9hQFxN1g6js/pub,1,5
UM Physics 135 Midterm 2 Fall 12 Problem 16,2,https://docs.google.com/document/d/1WfM74YAUKKtRJHuiY2FMOq1_b03KxF_YelaX4Er4SS0/pub,4,5
UM Physics 135 Midterm 2 Fall 12 Problem 17,2,https://docs.google.com/document/d/1zwSrBRClIhSeyKQXosyZPcef6-zGhsLYtSQNnOr2WU8/pub,5,5
UM Physics 135 Midterm 2 Fall 12 Problem 18,2,https://docs.google.com/document/d/1_FlCf0WJJna0ylyJP2HXJmeGsauW2lfQNzlRJ0VcLAc/pub,4,5
UM Physics 135 Midterm 2 Fall 12 Problem 19,2,https://docs.google.com/document/d/1NXlONkI6xtARtSqHh8LsJkkI2XdOowsAElHoBCnCtMw/pub,2,5
UM Physics 135 Midterm 2 Fall 12 Problem 20,2,https://docs.google.com/document/d/15nFy6-PfgjFwM6ctn70eiIICfxqDs7R5QXMStEub5kk/pub,4,5
UM Physics 135 Midterm 2 Winter 12 Problem 01,2,https://docs.google.com/document/d/1naqgtcbvB6fzApiUQovmx_e3eupnt5uko-6xVSXtAvk/pub,3,5
UM Physics 135 Midterm 2 Winter 12 Problem 02,2,https://docs.google.com/document/d/1uYo2d8FXyQKXU16g35UwRXShKQEDfdQ4StAXjJ9wvno/pub,4,5
UM Physics 135 Midterm 2 Winter 12 Problem 03,2,https://docs.google.com/document/d/1lahEoOjISmE-k_gEwoNznVRJjbvFJO-PBsSZXPTUtVo/pub,3,5
UM Physics 135 Midterm 2 Winter 12 Problem 04,2,https://docs.google.com/document/d/1JruZO-HDuTOBVeE6xcEZH8mb3xoVOUguGfeZD6gHehw/pub,4,5
UM Physics 135 Midterm 2 Winter 12 Problem 05,2,https://docs.google.com/document/d/1vBic172NfpiWtF6xndhebTJ5g9mG54fU_x2sPyquFog/pub,2,5
UM Physics 135 Midterm 2 Winter 12 Problem 06,2,https://docs.google.com/document/d/10j119rMUAz1Gz7s9auQ_23TeZ18vA2vRAb0jRmpQDV0/pub,5,5
UM Physics 135 Midterm 2 Winter 12 Problem 07,2,https://docs.google.com/document/d/1tU4tpzENyoQxkL0Q3N_R11egfTd_7xEkAWeIFkQn-XU/pub,3,5
UM Physics 135 Midterm 2 Winter 12 Problem 08,2,https://docs.google.com/document/d/1EBDTvPTFwNpr_Utful8d6KsTbEa_lKYp_vbfADiVKAE/pub,2,5
UM Physics 135 Midterm 2 Winter 12 Problem 09,2,https://docs.google.com/document/d/1AHkYWDJrGOhWGEoP1fB9LPbOMykacBhMFpIuySWrvU0/pub,1,5
UM Physics 135 Midterm 2 Winter 12 Problem 10,2,https://docs.google.com/document/d/1O1v1NGaEkJhWAJZQiFylzkKSixzng8O5-Bdt3LrsTfs/pub,1,5
UM Physics 135 Midterm 2 Winter 12 Problem 11,2,https://docs.google.com/document/d/1Gj-_OEjLi38ePsbOVHqscTfB4N1sQNiOMORCiuDwCCI/pub,2,5
UM Physics 135 Midterm 2 Winter 12 Problem 12,2,https://docs.google.com/document/d/1vJi4F49ctKRZTIBpCZNW16RsIYuZsA0MTKhZaveojQg/pub,5,5
UM Physics 135 Midterm 2 Winter 12 Problem 13,2,https://docs.google.com/document/d/13NR32xY-FWj8Y6CNvbF7WFK3FMcQIUgVLvdtgnbZVHY/pub,2,5
UM Physics 135 Midterm 2 Winter 12 Problem 14,2,https://docs.google.com/document/d/1t-g2d8Yzhq-LP6H2YsXtgLGoAbf2hX2krUd45BtJuMw/pub,5,5
UM Physics 135 Midterm 2 Winter 12 Problem 15,2,https://docs.google.com/document/d/1PcTvqhKagnlkrlDTdWhKAqF98Ymw8Lf9p-3Unv0Sjsw/pub,2,5
UM Physics 135 Midterm 2 Winter 12 Problem 16,2,https://docs.google.com/document/d/1w9GlrzWvZPcogowWxV30QeJVh0LrDf3-j1orgJbUhTY/pub,4,5
UM Physics 135 Midterm 2 Winter 12 Problem 17,2,https://docs.google.com/document/d/1QFcoVyucVFlCDPbZ7Q-kmQbOqRBCpDpDVkxFm9F2VJo/pub,4,5
UM Physics 135 Midterm 2 Winter 12 Problem 18,2,https://docs.google.com/document/d/1BisOryMtwd2Z8iNOVg5WGv8-57YFWvwfgMr6-lz3rFw/pub,1,5
UM Physics 135 Midterm 2 Winter 12 Problem 19,2,https://docs.google.com/document/d/17W6RSwMQfCuz3j-pGZsVMGIGZxbf8T0g33imoqr4Mf0/pub,3,5
UM Physics 135 Midterm 2 Winter 12 Problem 20,2,https://docs.google.com/document/d/1WNro5UssLoeYr0NokU1_eSkX5TRkIK1tpP9Q24atRF8/pub,4,5
UM Physics 135 Midterm 2 Winter 13 Problem 01,2,https://docs.google.com/document/d/1c7RHUSb0JF-bWnrt_LYMbS2hGPt3Y7jp0I1YAIetgkc/pub,4,5
UM Physics 135 Midterm 2 Winter 13 Problem 02,2,https://docs.google.com/document/d/1KOkzWyDJ-N68MCfnFwD-UVNSBaAMlLRTej_dMGE_K9Q/pub,1,5
UM Physics 135 Midterm 2 Winter 13 Problem 03,2,https://docs.google.com/document/d/14Pt_4fcUkgqLtMKoMOwk9mqL_iwTrssMqirO3hqnIBg/pub,4,5
UM Physics 135 Midterm 2 Winter 13 Problem 04,2,https://docs.google.com/document/d/1pe_K12wofiiKYyc1HGpoErOrkbtCRu2HbYqPX9S8jLI/pub,3,5
UM Physics 135 Midterm 2 Winter 13 Problem 05,2,https://docs.google.com/document/d/1hkaIYRdgIj1PcFeKKVQ3avSSK5TyOWw4bztdbrJRupw/pub,2,5
UM Physics 135 Midterm 2 Winter 13 Problem 06,2,https://docs.google.com/document/d/1oHREMhzewu61Vy1SzV0C5eMdt-CZNW_AoMjLhdL5yiU/pub,5,5
UM Physics 135 Midterm 2 Winter 13 Problem 07,2,https://docs.google.com/document/d/1a9cQQjgVrF5mCpvBBtNyd3_JG-HGcixqDlh_0w2Ar1Y/pub,4,5
UM Physics 135 Midterm 2 Winter 13 Problem 08,2,https://docs.google.com/document/d/1HXApsAXKFV6Qcd0xAzp8XdBPRpGxXylar-9_8yTk2RQ/pub,1,5
UM Physics 135 Midterm 2 Winter 13 Problem 09,2,https://docs.google.com/document/d/16c3hmdXWolIfmoIricvmEo55XhAyLwcbtTo73e0G7Os/pub,2,5
UM Physics 135 Midterm 2 Winter 13 Problem 10,2,https://docs.google.com/document/d/1cTKa4ZGYTNxO_5LoFrFVYezZjpE8Ix5SKsKoDB_6MHw/pub,3,5
UM Physics 135 Midterm 2 Winter 13 Problem 11,2,https://docs.google.com/document/d/1q5HTyKlY7iYYq6ZoEE7v05k_WiqOcXEGXH8NQVPw0vs/pub,1,5
UM Physics 135 Midterm 2 Winter 13 Problem 12,2,https://docs.google.com/document/d/1hKwvS4A2vaqA-TLAPkdQzF1BGGsCVHevxAAxsZ4JMew/pub,4,5
UM Physics 135 Midterm 2 Winter 13 Problem 13,2,https://docs.google.com/document/d/1JFL545WL9SKup4VopbqBbRzUnefOW2uZzbpUheTADZM/pub,2,5
UM Physics 135 Midterm 2 Winter 13 Problem 14,2,https://docs.google.com/document/d/1aZR4KMHaozxzphGQNrt2VhRA5R4wm7JcuRsLDoL6KZk/pub,2,5
UM Physics 135 Midterm 2 Winter 13 Problem 15,2,https://docs.google.com/document/d/1nEtOPpSKWgMNq98DZ52n3cyBYF6c_bqUwXfxPxM3sfo/pub,4,5
UM Physics 135 Midterm 2 Winter 13 Problem 16,2,https://docs.google.com/document/d/1oe4zVgHkJP_DW0XwD1r2vuhMxwnb05sU0E3MPYzrtKM/pub,3,5
UM Physics 135 Midterm 2 Winter 13 Problem 17,2,https://docs.google.com/document/d/1MThhoNwwhnAnkYTAyFBubPyAwYP5w-ivgVTUyr1gS7c/pub,5,5
UM Physics 135 Midterm 2 Winter 13 Problem 18,2,https://docs.google.com/document/d/1yOG_E3G1wjGavgTD5leXXIQbczzO75WePoVNboceBdQ/pub,2,5
UM Physics 135 Midterm 2 Winter 13 Problem 19,2,https://docs.google.com/document/d/1mNLGi2HCO5Mc4tUcICEHVni0ojHxE09rFTil4C0Sav8/pub,4,5
UM Physics 135 Midterm 2 Winter 13 Problem 20,2,https://docs.google.com/document/d/1bGbvBelqnrkT0KELFTjhDb4KLlVdRTOI9xDsctxg7fU/pub,3,5
Um Physics 135 Midterm 3 Fall 12 Problem 01,3,https://docs.google.com/document/d/1lMVVpuCuGok25AiBLUO4PeXitiUEM52FcPZYtP6BF0M/pub,4,5
Um Physics 135 Midterm 3 Fall 12 Problem 02,3,https://docs.google.com/document/d/12P8zA7I009zaMFcG3e5J9w9iWYHq7MndLnlJglNeD-I/pub,1,5
Um Physics 135 Midterm 3 Fall 12 Problem 03,3,https://docs.google.com/document/d/1V6YSq7naincPSiPybtO3wvS0T0V1wvZwjwFtJ0FZOck/pub,4,5
Um Physics 135 Midterm 3 Fall 12 Problem 04,3,https://docs.google.com/document/d/1HjgOlyr-Th8VgBxFGvkC5kty6kXKJMZPQXp__sI9L94/pub,4,5
Um Physics 135 Midterm 3 Fall 12 Problem 05,3,https://docs.google.com/document/d/1yAKGwOfJhoifzIPTRumw6iouXWci0567wdGUQNjdq4I/pub,2,5
Um Physics 135 Midterm 3 Fall 12 Problem 06,3,https://docs.google.com/document/d/1Os5FjBTs4Tp2yT_eRXiSx86AZbTbqGwxp85dfR22NVI/pub,3,5
Um Physics 135 Midterm 3 Fall 12 Problem 07,3,https://docs.google.com/document/d/1VtpkhJiUkJSL0BdXt9ixepGYs--hLVNV2E70NxQ3jCc/pub,1,5
Um Physics 135 Midterm 3 Fall 12 Problem 08,3,https://docs.google.com/document/d/1SoiBmG7afYciTyqehOBaJTUCOMo6LNt8s7xBF2pKs3U/pub,3,5
Um Physics 135 Midterm 3 Fall 12 Problem 09,3,https://docs.google.com/document/d/1jZ2Puxmw_nC1evmpxCs0oS2AMwf6a1u7Hpxsc2s2hWY/pub,5,5
Um Physics 135 Midterm 3 Fall 12 Problem 10,3,https://docs.google.com/document/d/1p8PVW7hdcgXVQQw0ZxPBmSWPG5jjnRZubTOlJ4GHFYw/pub,5,5
Um Physics 135 Midterm 3 Fall 12 Problem 11,3,https://docs.google.com/document/d/1uS6qSg1pz9nOqwy7IzwkzsRn9aXfBeowDFEYVnQv5Qk/pub,4,5
Um Physics 135 Midterm 3 Fall 12 Problem 12,3,https://docs.google.com/document/d/1H3Bwuz1RMSRJLyKVEFLvOAZ6Opdt242UGrmYrlzNp3o/pub,4,5
Um Physics 135 Midterm 3 Fall 12 Problem 13,3,https://docs.google.com/document/d/1JoxT4iisxgPsKscayT1TFCDJTnewH4pTzA9YAuHsJxs/pub,4,5
Um Physics 135 Midterm 3 Fall 12 Problem 14,3,https://docs.google.com/document/d/1OLOWq_wFq65dyqk--3RZn2dMEjflXFuR00pIrmmNkg0/pub,4,5
Um Physics 135 Midterm 3 Fall 12 Problem 15,3,https://docs.google.com/document/d/12ta-TJwJRWpXi3X3JTGyy5QgoL2CY2SxoOY-Q3pBe3o/pub,2,5
Um Physics 135 Midterm 3 Fall 12 Problem 16,3,https://docs.google.com/document/d/1ADrqBHVP1dwlqOPjJZYO4GEtgX4LbUImXqqTH2joIBg/pub,4,5
Um Physics 135 Midterm 3 Fall 12 Problem 17,3,https://docs.google.com/document/d/1u3JUXf8Lb_AUaDQUxwnRxbu4xRbvOIH1O3l31_NS7j0/pub,5,5
Um Physics 135 Midterm 3 Fall 12 Problem 18,3,https://docs.google.com/document/d/1DtbY6__rRzm2vZLtZX2erXLH0T1w7SAh4pvw0AVzWLo/pub,3,5
Um Physics 135 Midterm 3 Fall 12 Problem 19,3,https://docs.google.com/document/d/1512UXPxBlK8dMgXPMb6tBS62f1k4IrcL8iWsHY4emdQ/pub,2,5
Um Physics 135 Midterm 3 Fall 12 Problem 20,3,https://docs.google.com/document/d/1AkTrm9lR-Lr9oPVvrjPfEWy-N9I8S4u4iTBdjsW4Hmg/pub,5,5
UM Physics 135 Midterm 3 Winter 12 Problem 01,3,https://docs.google.com/document/d/1Nw_FVvlyycBhe8UpBvI59smCsRIfn65daEQeo4RPTrI/pub,1,5
UM Physics 135 Midterm 3 Winter 12 Problem 02,3,https://docs.google.com/document/d/11dsEIp1cq7AGXLG593bPY3M_esttf0lw_6M9TwxhLdc/pub,4,5
UM Physics 135 Midterm 3 Winter 12 Problem 03,3,https://docs.google.com/document/d/17B3VotL1Y4BDwrmiM4d7C3406_I3euKScTQO-UtrIWE/pub,1,5
UM Physics 135 Midterm 3 Winter 12 Problem 04,3,https://docs.google.com/document/d/1_foNWY6BUGrNgtY_wx3zv5l9r5rm8yaPcDT25aWMaPA/pub,4,5
UM Physics 135 Midterm 3 Winter 12 Problem 05,3,https://docs.google.com/document/d/1lLjmvuYidspHAHvZyxcBgKi13nPXY9ePQHPe__jVzrs/pub,3,5
UM Physics 135 Midterm 3 Winter 12 Problem 06,3,https://docs.google.com/document/d/1EjJppi93ts2nOf5viQgx__mISZIJmxuBH728t1euM5g/pub,5,5
UM Physics 135 Midterm 3 Winter 12 Problem 07,3,https://docs.google.com/document/d/1ZUvAl3LSsFfBEjtN-OaVD_gKR2a4vW40SczgNW1DPq0/pub,1,5
UM Physics 135 Midterm 3 Winter 12 Problem 08,3,https://docs.google.com/document/d/1wz-eR9D8uyN_cRTBeIC2IlvQJeit2SDNL8LH499J_is/pub,3,5
UM Physics 135 Midterm 3 Winter 12 Problem 09,3,https://docs.google.com/document/d/105Foo62PRg3ZoWB2wUCinPKSzEhUvAh16mO-kmAEEgk/pub,4,5
UM Physics 135 Midterm 3 Winter 12 Problem 10,3,https://docs.google.com/document/d/18HC3BhEWaLOBK87iu5QvlJir4BoTdOD587WvnvpAJtk/pub,4,5
UM Physics 135 Midterm 3 Winter 12 Problem 11,3,https://docs.google.com/document/d/1oUg4g2NHmuJ6csDaILNRBwacKTqv65cC9sPbeXcpsWw/pub,5,5
